start,end,today,sectionA/source_type,sectionA/inspection_date,sectionA/inspecting_agency,sectionA/new_inspectig_agency,sectionA/inspected_by,sectionA/district_regions,sectionA/district,sectionA/settlement_name,sectionA/settlement_distance,sectionA/establishing_agency,sectionA/new_establishing_agency,sectionA/establishing_date,sectionA/source_name,sectionA/source_gpspoint,sectionA/_source_gpspoint_latitude,sectionA/_source_gpspoint_longitude,sectionA/_source_gpspoint_altitude,sectionA/_source_gpspoint_precision,sectionA/gps_unit,sectionA/source_north,sectionA/source_east,sectionA/sources_cluster,sectionA/water_use_type,sectionA/water_use_type/rural,sectionA/water_use_type/urban,sectionA/water_source_photo,sectionB/permanent,sectionB/months_used,sectionB/functioning,sectionB/reason_for_non_functioning,sectionB/use_human,sectionB/use_camel,sectionB/use_cattle,sectionB/use_shoats,sectionB/use_agricultural,sectionC/bh_depth,sectionC/casing_type,sectionC/casing_size,sectionC/bh_static_level,sectionC/bh_yield,sectionC/bh_operating_hours,sectionC/bh_draw_down,sectionC/bh_recovery_time,sectionC/dw_depth,sectionC/dw_static_level,sectionC/dw_well_protection,sectionC/dw_yield,sectionC/dw_operating_hours,sectionC/dw_draw_down,sectionC/recovery_time,sectionC/dam_depth,sectionC/dam_length,sectionC/dam_width,sectionC/berkad_depth,sectionC/berkad_length,sectionC/berkad_width,sectionC/spring_protected,sectionC/cumulative_discharge_rate,sectionC/other_depth,sectionC/other_length,sectionC/other_width,sectionC/other_source_yield,sectionC/source_protected,sectionD/reservoir_type,sectionD/reservoir_capacity,sectionD/pipeline_type,sectionD/pipeline_length,sectionD/household_connections,sectionD/water_points_kiosks,sectionD/animal_troughs,sectionD/water_trucking,sectionD/number_of_trucks,sectionD/capacity_of_trucks,sectionD/pump_type,sectionD/pump_model,sectionD/pump_capacity,sectionD/pump_level,sectionD/source_of_power,sectionD/generator_type,sectionD/generator_capacity,sectionD/solar_type,sectionD/solar_capacity,sectionD/supply_system_condition,sectionD/supply_condition_description,sectionE/physical_wq_issues,sectionE/color_odor_smell_description,sectionE/temperature,sectionE/pH,sectionE/ec25,sectionE/tds,sectionE/water_sample_for_additional_analysis,sectionF/management_type,sectionF/WSC,sectionF/WSC_establishment_date,sectionF/WSC_male_members,sectionF/WSC_female_members,sectionF/users_charged_for_water,sectionF/water_cost_human,sectionF/animals_charged_for_water,sectionF/water_cost_camel,sectionF/water_cost_cattle,sectionF/water_cost_sheep_goats,sectionF/operator_name,sectionF/operator_contact,sectionG/intervention_agency,sectionG/new_intervening_agency,sectionG/intervention_description,sectionG/intervention_date,sectionG/currently_required_intervention,Currently Intervention_description Comments,Distance to the Settlement,GPS Coordinates,Water Usage Type,BH Depth,Casing Size,BH depth/SWL,Permanent/moths used,Kiosks,"BH yield, Operating Hrs, and number of water trucks filled",BH dept vs Pump Level,Reservoir capacity,User/Human,User/Agricultural,EC,Water_cost_camel,Water_cost_sheep_goats
2022-03-06T11:06:44.343+03:00,2022-03-09T20:42:31.642+03:00,2022-03-06,borehole,2022-03-06,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Gaalkacyo,Halabookhad,5,WDA - Water Development Agency,,1974-03-06,Halabookhad BH,6.854273 47.4133554 277.9462890625 3.216,6.854273,47.4133554,277.9462891,3.216,no,,,20,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25267531?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646554235509.jpg,yes,,yes,,10200,,,,,85,pvc,8,42,10,8,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20,Galvanised Steel,2500,300,8,2,no,,,Submersible Pump,,11,65,Hybrid - Solar/Generator,Parkins,30,PN60_365,22.79,fair,This supply poorly  functioning,yes,Colorless and odorless,29.6,8.08,2540,1270,,Communal,yes,1974-03-06,4,0,yes,0.05,no,,,,Mohamed cise husein,907752124,United Nations Children's Fund,,Borehole rehabilitation and installation of solar power,2018-03-06,"Full rehabilitation:
1. Rehabilitation of generator 
2. Rehabilitation of pump and riser pipes 
3. Extension and rehabilitation elevated water tank 
4. Rehabilitation of generator room
5. Rehabilitation of kiosks and animal thoughts.",,,,,,,,,,,,,,,,,
2022-03-06T12:31:38.540+03:00,2022-03-27T10:55:45.454+03:00,2022-03-06,spring,2022-03-06,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed Muse abdi,bari,Bandarbeyla,Caris,1,not_specified,Shilcon,2005-12-27,Haashire spring,9.5872416 50.8004885 -31.8 3.9,9.5872416,50.8004885,-31.8,3.9,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25759546?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646559316616.jpg,yes,,yes,,720,,,100,,,,,,,,,,,,,,,,,,,,,,,yes,7,,,,,,Concrete/Masonry tank,6,PVC,1200,,3,1,no,,,Submersible Pump,Lowara,,,Hybrid - Solar/Generator,KAMA,,,,fair,"The power of generator and solar is very low.
The yield is very low.",no,,29.5,7.64,1700,895,,Communal,yes,2021-09-14,3,2,yes,0.025,no,,,,Cabdiraxman xasan warsame,907271267,CARE Somalia,,"1: Installation of 5 solar panels with all accessories.
2: Rehabilitation of caretaker room.
3: Installation of submersible pump.
4: Construction of RC concrete slab which protect the mouth of spring.
5: Construction of 3 kiosks and one animal troughs.",2021-12-30,"1: Diging the deep of the spring in order to increase its yield.
2: Generator and installation of extra solar panels with all accessories.
3: Fuel which acess generator.",,,,,,,,,,,,,,,,,
2022-03-06T10:00:37.745+03:00,2022-03-07T23:11:36.343+03:00,2022-03-06,borehole,2022-03-06,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Gaalkacyo,Gobsho,,Community,,2017-03-06,Gobsho BH,6.9394533 47.4819791 269.08099365234375 3.216,6.9394533,47.4819791,269.0809937,3.216,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25267530?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646550328558.jpg,yes,,yes,,2800,500,,700,0,185,pvc,8,55,11,16,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,8,Galvanised Steel,600,,4,3,yes,10,8,Submersible Pump,Lowara,11,145,Hybrid - Solar/Generator,Parkins,45,,17,fair,Shortness of storage or tank,yes,Colorless and odorless,31.1,7.9,2610,1308,Sampled,Communal,yes,2017-03-06,7,0,no,,no,,,,Mahad mohamed yusuf,907788677,not_specified,Save the children,Installation of solar power,2019-03-06,"1. Construction of new elevated tank 
2. Construction of generator room 
",,,,,,,,,,,,,,,,,
2022-03-07T13:13:59.994+03:00,2022-03-11T15:52:20.758+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Gaalkacyo,Barwaaqo,,Community,,2019-03-07,Barwaaqo BH,6.9693155 47.272905 300.72430419921875 4.288,6.9693155,47.272905,300.7243042,4.288,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25328227?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646648207835.jpg,yes,,yes,,1050,600,,1200,0,201,pvc,8,,17.3,10,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,26,PVC,200,35,2,2,yes,4,8,Submersible Pump,,11,151,Generator,Parkins,30,,,poor,Absolutely needs full rehabilitation,yes,,29.7,7.5,3100,1565,,Communal,yes,2019-03-07,5,2,yes,0.05,yes,0.1,,0.1,Abdisamad aadan yusuf,907644528,CARE Somalia,,"1. Construction of new elevated tank.
2. Construction of koisks and animal thoughts.",2021-01-07,"1. Emergency for Installation of solar power 
2.. Construction of koisks 
3. Fancing borehole 
4. Pump spare.
5. Operator supporting.",,,,,,,,,,,,,,,,,
2022-03-07T12:32:13.263+03:00,2022-03-11T15:51:46.630+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Gaalkacyo,Bayra,,Somalia European Committee for Agricultural Training,,2010-03-07,Bayra BH 1,6.9555135 47.3198792 300.33038330078125 4.288,6.9555135,47.3198792,300.3303833,4.288,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25328226?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646645692842.jpg,yes,,yes,,8400,1000,50,2500,0,200,pvc,8,70,12,20,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,60,PVC,4000,250,6,2,yes,10,8,Submersible Pump,Lowara,11,137,Hybrid - Solar/Generator,Parkins,30,SG600-022GB,22,fair,Needs construction of elevated water tank,yes,Colorless and odorless ,29.7,7.41,3985,1935,,Communal,yes,1974-03-07,5,2,yes,0.05,yes,0.05,,0.1,Andirahmaan abdi mohamud,907722765,USA International Development,,Installation of solar power,2020-03-07,"1. Rehabilitation of elevated water tank.
3. Rehabilitation of Groundwater monitoring equipment in the borehole. 
4. Rehabilitation of animal thoughts.
5. Rehabilitation of caretaker room.",,,,,,,,,,,,,,,,,
2022-03-07T11:10:01.125+03:00,2022-03-27T11:22:03.615+03:00,2022-03-07,dugwell,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed Muse abdi,bari,Bandarbeyla,Qoton,0.4,Community_,,2004-03-16,Qoton dug well 2,9.594538 50.4708793 241.40000000000003 4.65,9.594538,50.4708793,241.4,4.65,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25759733?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646640733593.jpg,yes,,yes,,1200,,,,,,,,,,,,,4.5,3.5,yes,1,3,,,,,,,,,,,,,,,,Concrete/Masonry tank,5,Galvanised Steel,,1,8,,no,,,Submersible Pump,Lowara,,3,Hybrid - Solar/Generator,Diesel generator,,DS72310W,1.8,poor,"The yield of a dug well is very low.
The solar power system of qoton is 6 panels only.",no,,31,8,2220,1115,,Communal,yes,2005-09-20,5,0,yes,0.005,,,,,Cabdi siciid warsame,907617540,CARE Somalia,,"1:Supplied of diesel generator 
2: Construction generator room.
3: Installation of solar power system which contain 6 panels.
4: Replacement of submersible pump.",2020-08-07,"1: Digging deep of the well in order to increase its yield.
2: Replecement of all rusted distribution pipe lines.
3: Installation of extra solar panels.
4: Construction of caretaker room.",,,,,,,,,,,,,,,,,
2022-03-07T11:30:31.750+03:00,2022-03-11T15:39:36.214+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Gaalkacyo,Dhagxanyo cadde,,not_specified,Charity,2015-03-07,Dhagxanyo cade BH 1,6.8848723 47.351319 275.45281982421875 4.288,6.8848723,47.351319,275.4528198,4.288,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25328223?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646642368711.jpg,yes,,yes,,3500,700,80,1500,0,210,pvc,8,128.8,6,12,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,18,PVC,1000,10,8,2,yes,,,Submersible Pump,,11,150,Hybrid - Solar/Generator,Parkins,40,BR_M300W,21.6,fair,Needs some rehabilitation ,yes,Colorless and odorless,30.31,7.25,3546,1755,,Communal,yes,2017-03-07,3,2,no,,no,,,,Abdulqaadir Mohamud,907514352,Community,,1. Installation of solar power,2018-03-07,"1. Rehabilitation of pipes 
2. Construction of new elevated tank",,,,,,,"SWL 228.8m is deeper than BH depth 210m, please clafity",,,,,,,,,,
2022-03-07T10:30:26.876+03:00,2022-03-11T15:29:45.522+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Gaalkacyo,Najax IDP Galkacayo,,not_specified,Xisbulislaam,2017-03-07,Wadajir BH,6.8134989 47.3897698 257.9869384765625 3.573,6.8134989,47.3897698,257.9869385,3.573,no,,,1,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25351099?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646638668378.jpg,yes,,yes,,4550,,,,,195,pvc,8,,4,12,,4,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,5,Galvanised Steel,750,10,3,0,no,,,Submersible Pump,,,145,Hybrid - Solar/Generator,,30,SGY15KH,15,poor,Needs construction of new animal thoughts,no,,,,,,,Communal,no,,,,no,,no,,,,Abdinasir abdulle,906295188,not_specified,,1. Installation of solar power,2017-03-07,"1. Construction of new elevated tank 
2. Rehabilitation of kiosks and 3.construction of new kiosks.",,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-07T09:51:53.235+03:00,2022-03-11T15:24:15.303+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Gaalkacyo,Wajadir Galkacayo,700,United Nations Children's Fund,,2018-03-07,Wadajir BH,6.7886291 47.3891503 345.5 4.824,6.7886291,47.3891503,345.5,4.824,no,,,1,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25328222?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646636101658.jpg,yes,,yes,,1610,,,,,210,pvc,8,,21.4,8,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,30,Galvanised Steel,1000,19,4,0,no,,,Submersible Pump,Lowara,11,149,Hybrid - Solar/Generator,Parkins,20,YL375D_36b,28.125,poor,There is no animal thoughts,yes,Colorless and odorless,30.6,7.76,3570,1725,,Communal,no,,,,no,,no,,,,Rujaal raage Abdullahi,907426313,United Nations Children's Fund,,Installation of solar power,2021-01-08,"1. Construction of animal thoughts.
3. Rehabilitation of kiosks 
4. Operator supporting.",,"  the sources is700 Km away, how is this possible?",,,,,,,,,,,,,,,
2022-03-07T11:12:23.258+03:00,2022-03-11T15:32:57.509+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra 
Mohamed
Barre",mudug,Gaalkacyo,Madina,,Private,,2021-03-07,Madina BH,6.8585902 47.3716348 277.099609375 3.736,6.8585902,47.3716348,277.0996094,3.736,no,,,1,rural,TRUE,FALSE,http://classic.ona.io/api/v1/files/25351102?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646640909095.jpg,no,6,no,There isn't any water supply,,,,,,130,pvc,8,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,no,,,Submersible Pump,,15,80,Generator,,,,,poor,"This borehole is new, and there is no any water supply.",no,,,,,,,Private/Individual,,,,,no,,no,,,,Mohamud yusuf xaashi,906076314,,,,,"Emergency 
Construction of elevated water tank 
Construction of koisks 
Construction of animal thoughts",,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-07T14:15:45.123+03:00,2022-03-24T11:12:17.425+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Galdogob,Xerojaalle,0.5,,,,Xerojaalle,6.987134 47.1766608 320.2171630859375 4.824,6.987134,47.1766608,320.2171631,4.824,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25672280?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646651943835.jpg,no,8,no,"A months,  borehole problems",2500,,,,0,,pvc,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,Communal,no,,,,,,,,,,,,Norwegian Refugee Council,,Construction of elevated water,2020-03-07,"1. Emergency 
2. Observation of borehole",,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-07T12:15:02.973+03:00,2022-03-27T11:12:43.139+03:00,2022-03-07,dugwell,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Bandarbeyla,Qoton,0.5,Community_,,1900-05-13,Qoton dug well 1,9.5949967 50.471645 241.60000000000002 4.7,9.5949967,50.471645,241.6,4.7,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25759655?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646644683150.jpg,yes,,yes,,600,1000,,5000,,,,,,,,,,5,4,no,15,,,,,,,,,,,,,,,,,,,,,,,2,yes,20,8,,,,,,,,,,poor,"There is no pump and main raising pipes.
No generator.
No solar power system.
",no,,27.3,8,2400,1200,,Communal,yes,,5,,no,,no,,,,,,Community_e,,Cleaning the deep of the well,2021-08-07,"1: Installation of submersible  pump and raising pipes.
2: Construction of another animal troughs.
3: Construction of elevated water tank.
generator.",,,,,,,,,,,,,,,,,
2022-03-07T13:53:01.797+03:00,2022-03-13T06:54:45.252+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Galdogob,Godgaashaan,,,,2019-03-07,Godgaashaan BH,6.978967 47.2497849 320.4156494140625 4.824,6.978967,47.2497849,320.4156494,4.824,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25404347?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646650541928.jpg,yes,,no,"A months ago, borehole needs observation of the problem stopped.",1500,1200,,1200,0,130,pvc,8,,,,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,36,Other,,150,,2,yes,,,Submersible Pump,,11,,Generator,Parkins ,30,,,poor,Needs rehabilitation of supplies,no,,,,,,,Communal,no,,,,no,,,,,,Yusuf Mohamud mohamad ,907749744,Norwegian Refugee Council,,1. Construction of new elevated tank,2021-03-07,"1. Emergency 
2.  Observation of borehole 
3. Construction of koisks 
4. Construction of generator room and caretaker room",,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-07T11:55:46.271+03:00,2022-03-11T15:43:18.252+03:00,2022-03-07,borehole,2022-03-07,"Puntland Ministry of Energy, Minerals and Water",,"Khadra 
Mohamed
Barre",mudug,Gaalkacyo,Dhagxanyo cadde,,not_specified,PWDA,2014-03-07,Dhagxanyo cade BH 1,6.8853691 47.3511965 272.8017578125 3.866,6.8853691,47.3511965,272.8017578,3.866,no,,,2,,,,http://classic.ona.io/api/v1/files/25328224?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646643649203.jpg,no,12,no,Unknown problem,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,no,,,No Pump,,,,,,,,,poor,,yes,,,,,,,Communal,yes,2014-03-07,4,2,no,,no,,,,Xidig ayuub xaashi,907347144,,,,,"Emergency for observation borehole problem.
1. Rehabilitation of borehole .
",,,,Water Usage type (urban/rural) is not indicated,,,,"not permanent and used 12 months, please clarify?",,,,,,,Why was water quality not checked?,,
2022-03-08T11:40:50.207+03:00,2022-03-09T22:53:37.473+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Qardho,Carmo,1,Islamic Relief Somalia,,2017-05-10,Carmo borehole,9.4533435 48.8719451 850.1 4.9,9.4533435,48.8719451,850.1,4.9,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25262134?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646729321282.jpg,yes,,yes,,1200,300,10,5000,0.25,260,pvc,8,,9,6,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20,Galvanised Steel,750,,1,3,yes,1,9,Submersible Pump,,,,Solar,,,BR-M250W,21.5,fair,"The water is over salt.
The village has no water kiosks and water supply system.",no,,30.3,6.9,5990,2990,,Communal,no,,,,no,,yes,0.1,0.1,0.1,"Cabdulqadir maxamed axmed
Axmed cabdulahi dahir",906047614,Community_e,,Construction of one animal troughs,2019-02-17,"Replacement of main raising pipes and submersible pump.
Rehabilitation of some solar panels and its accessories.
Generator.
Replacement of rusted distribution pipe lines.
Water purification.",,,,,,,,,,,,,,,,,
2022-03-08T10:29:58.493+03:00,2022-03-11T16:09:51.902+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,"Khadra 
Mohamed 
Barre",mudug,Galdogob,Galdogob,,Galdogob Water Company,,2004-03-08,Galdogob water company BH 2,7.0297561 47.005359 345.79998779296875 4.824,7.0297561,47.005359,345.7999878,4.824,no,,,11,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25371988?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646724785261.jpg,yes,,yes,,42000,,,,0,215,pvc,8,144,9,20,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,400,PVC,13344,2224,1,2,yes,15,10,Submersible Pump,Lowara,15,192,Hybrid - Solar/Generator,Parkins ,60,,,fair,,yes,Colorless and odorless ,30.5,7.51,2950,1455,,Private-Public-Partnership,,,,,yes,0.05,yes,0.1,,0.1,"Ahmed mohamed hasan
",907740512,United Nations Children's Fund,,1. Construction of new elevated tank,2021-01-08,1. Installation of solar power,,,,,,,,,,,,,,,,,
2022-03-08T10:39:31.125+03:00,2022-03-11T16:33:13.267+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Galdogob,Galdogob,,Galdogob Water Company,,2021-08-08,Galdogob BH 7,7.0300828 47.0049931 345.79998779296875 4.288,7.0300828,47.0049931,345.7999878,4.288,no,,,11,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25371989?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646725312529.jpg,yes,,yes,,,,,,,235,pvc,8,140,18,,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,400,PVC,,,,,no,,,Submersible Pump,Grandfoss,15,180,Generator,,,,,,,yes,Colorless and odorless,30.6,7.81,1635,805,,Private-Public-Partnership,,,,,yes,0.05,yes,0.1,,0.1,Ahmed mohamed hasan,907740512,,,,,1. Emergency,Please elaborate,,,,,,,,,,,,,,,,
2022-03-08T12:29:38.380+03:00,2022-03-18T18:38:47.742+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Galdogob,Galdogob,,Community,,2018-03-08,Mareegaale BH,7.045631 47.0177575 345.8999938964844 4.91,7.045631,47.0177575,345.8999939,4.91,no,,,11,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25514211?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646732030574.jpg,yes,,yes,,2800,500,150,1500,,250,gi,8,,12,20,,4,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,96,PVC,4000,360,,3,yes,10,8,Submersible Pump,Lowara,15,160,Hybrid - Solar/Generator,Parkins,60,PYD400MIK_36,22.4,good,,yes,Colorless and odorless,33.7,7.67,1610,789,,Private/Individual,,,,,yes,0.05,yes,0.05,0.05,0.05,Abdul  ahmed ali,905104535,Community,,1. Construction of elevated water tank,2020-03-08,"1. Extension pipelines.
2.caretaker and Generator rooms construction.",,,,,,,,,,,,,,,,,
2022-03-08T11:07:46.973+03:00,2022-03-13T07:51:09.830+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,"Khadra 
Mohamed
Barre",mudug,Galdogob,Tuur dibi,,Community,,2020-03-08,Tuur dibi BH,7.0233423 46.9627436 345.79998779296875 4.288,7.0233423,46.9627436,345.7999878,4.288,no,,,1,rural,TRUE,FALSE,http://classic.ona.io/api/v1/files/25404348?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646727003397.jpg,yes,,yes,,1750,2500,,3000,0,226,pvc,8,,33,19,,0.2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,30,Galvanised Steel,50,250,2,2,yes,18,8,Submersible Pump,,15,172,Hybrid - Solar/Generator,Parkins,30,BYD400MIK_36,22.4,good,,yes,Colorless and odorless,31.8,7.51,1810,898,,Communal,yes,2020-03-08,3,1,yes,0.05,yes,0.1,,,Abdi mohamed ali,907773792,not_specified,"GPLZ
and PWDA","1. Construction of new elevated tank ( GPLG).
2. installation of solar power and construction new koisks and animal thoughts ( PWDA).",2022-01-08,1. Operation tools,Please elaborate,,,,,,,,,,,,,,,,
2022-03-08T10:06:37.689+03:00,2022-03-13T07:12:53.471+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",mudug,Galdogob,Galdogob,,Galdogob Water Company,,2017-03-13,Galdogob water company BH 5,7.0437981 47.0129558 351.7769775390625 4.824,7.0437981,47.0129558,351.7769775,4.824,no,,,11,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25371986?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646723361657.jpg,yes,,yes,,42000,,,,,235,pvc,8,140,18,15,,1.3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,240,PVC,2786,7000,,,,,,Submersible Pump,Grandfoss,15,126,Hybrid - Solar/Generator,IVECO,45,,,good,,yes,Colorless and odorless ,30.5,7.6,1650,818,,Private-Public-Partnership,,,,,yes,0.05,,,,,Ahmed mohamed hasan,907740512,,,,,"1. Fancing of borehole 
2. Rehabilitation of generator.",,,,,,,,,,,,,,,,,
2022-03-08T09:37:19.661+03:00,2022-03-11T16:39:56.272+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,"Khadraa
Mohamed
Barre",mudug,Galdogob,Galdogob ,,,,2019-03-11,Galdogob water company BH 6,7.0428029 47.0339146 345.6999816894531 4.716,7.0428029,47.0339146,345.6999817,4.716,no,,,11,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25371984?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646721990953.jpg,yes,,yes,,8000,,,,,240,pvc,8,140,18,15,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,200,PVC,2786,2500,,,no,,,Submersible Pump,Grandfoss,15,168,Generator,Parkins,45,,,,,yes,Colorless and odorless ,30.7,7.67,1821,913,,Private-Public-Partnership,,,,,yes,0.05,no,,,,Ahmed mohamed hasan ,907740512,,,,,1. Construction of new elevated tank.,,,,,,,,,,,,,,,,,
2022-03-08T10:23:20.952+03:00,2022-03-11T16:27:09.655+03:00,2022-03-08,borehole,2022-03-08,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Galdogob,Galdogob,,,,2015-02-08,Galdogob water company BH 4,7.0312549 47.0079111 361.5015869140625 4.288,7.0312549,47.0079111,361.5015869,4.288,no,,,11,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25371987?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1646724337849.jpg,yes,,yes,,,,,,,225,pvc,8,145,18,15,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,100,PVC,6250,1200,,,no,,,Submersible Pump,Lowara,15,126,Generator,Parkins,40,,,fair,,yes,Colorless and odorless,30.3,7.58,1580,791,,Private-Public-Partnership,,,,,yes,0.05,yes,,,,Ahmed mohamed hasan,907740512,,,,,"1. Installation of solar power 
2. Fancing 
3. Installation of new generator",,,,,,,,,,,,,,,,,
